id,idade,genero,renda_mensal,cidade,produto_favorito,comprou_promo,frequencia_visitas,valor_total_gasto
2144,56.0,M,7716.0,Salvador,acucar,Sim,5,175
2145,62.0,F,7587.0,Salvador,cafe,Sim,8,224
2146,19.0,M,6864.0,São Paulo,,Sim,4,184
2147,56.0,F,,Curitiba,feijao,Sim,6,468
2148,61.0,F,3312.0,Belo Horizonte,feijao,Sim,3,240
2149,18.0,F,6479.0,Salvador,cafe,Sim,1,84
2150,41.0,M,4178.0,Belo Horizonte,cafe,Não,2,128
2151,60.0,F,3571.0,Rio,cafe,Não,7,189
2152,57.0,F,4338.0,Salvador,arroz,Não,7,539
2153,46.0,F,6498.0,Rio,cafe,Não,5,295
2154,61.0,F,3625.0,Curitiba,acucar,Sim,8,544
2155,28.0,M,6849.0,São Paulo,feijao,Não,10,560
2156,50.0,F,6405.0,Belo Horizonte,oleo,Não,7,497
2157,26.0,M,,São Paulo,cafe,Sim,9,828
2158,29.0,M,7484.0,São Paulo,acucar,Sim,8,304
2159,61.0,,4751.0,Salvador,oleo,Não,9,594
2160,19.0,M,1805.0,São Paulo,oleo,Não,10,230
2161,61.0,F,7460.0,São Paulo,cafe,Não,4,136
2162,,M,3464.0,Salvador,acucar,Não,5,335
2163,49.0,F,7443.0,Curitiba,acucar,Não,5,210
2164,33.0,F,3696.0,Rio,feijao,Sim,4,112
2165,44.0,,4395.0,Rio,oleo,Não,6,276
2166,,M,5864.0,Salvador,oleo,Não,1,42
2167,52.0,M,5572.0,Salvador,acucar,Sim,4,236
2168,54.0,M,,São Paulo,,Sim,6,408
2169,26.0,F,3554.0,Curitiba,acucar,Sim,8,664
2170,27.0,M,1340.0,Curitiba,arroz,Não,4,220
2171,52.0,F,7604.0,Salvador,cafe,Não,10,560
2172,,F,5043.0,Salvador,oleo,Sim,10,830
2173,28.0,,2285.0,Belo Horizonte,arroz,Sim,1,29
2174,22.0,M,6869.0,Rio,arroz,Sim,4,80
2175,22.0,F,6295.0,Salvador,feijao,Sim,7,581
2176,52.0,F,4935.0,Curitiba,feijao,Sim,8,208
2177,19.0,M,4069.0,São Paulo,arroz,Não,1,49
2178,,F,7511.0,São Paulo,arroz,Não,9,234
2179,47.0,F,,Salvador,cafe,Sim,5,470
2180,27.0,M,3757.0,Belo Horizonte,cafe,Sim,6,420
2181,26.0,M,7680.0,Belo Horizonte,cafe,Sim,5,160
2182,37.0,M,5546.0,Rio,acucar,Sim,9,504
2183,,M,3744.0,Curitiba,acucar,Não,2,172
2184,62.0,F,5976.0,Salvador,feijao,Não,3,150
2185,52.0,F,5083.0,São Paulo,cafe,Sim,1,77
2186,,M,2368.0,São Paulo,feijao,Não,9,747
2187,59.0,F,4495.0,Rio,,Sim,8,616
2188,32.0,F,6900.0,Curitiba,arroz,Não,3,285
2189,,F,5455.0,São Paulo,arroz,Sim,4,80
2190,27.0,M,2569.0,São Paulo,acucar,Não,9,504
2191,44.0,F,2029.0,Rio,feijao,Não,6,360
2192,65.0,F,,Salvador,feijao,Não,10,640
2193,44.0,,3343.0,Rio,oleo,Não,4,216
2194,18.0,F,1676.0,Salvador,arroz,Não,9,648
2195,53.0,F,7301.0,Curitiba,oleo,Sim,4,272
2196,21.0,M,,Rio,oleo,Sim,10,700
2197,24.0,M,4537.0,Belo Horizonte,,Sim,1,73
2198,58.0,M,6325.0,Rio,acucar,Sim,8,240
2199,47.0,F,7363.0,São Paulo,arroz,Não,1,51
2200,58.0,F,7619.0,Belo Horizonte,,Não,7,651
2201,39.0,F,6315.0,Belo Horizonte,arroz,Não,2,88
2202,61.0,F,,Salvador,acucar,Sim,10,790
2203,49.0,M,6404.0,Rio,feijao,Sim,3,141
2204,24.0,F,,Curitiba,cafe,Não,6,600
2205,,M,6567.0,Salvador,oleo,Não,7,434
2206,18.0,F,7447.0,São Paulo,acucar,Sim,5,215
2207,43.0,F,6219.0,Belo Horizonte,feijao,Sim,5,195
2208,64.0,F,,São Paulo,,Não,5,285
2209,65.0,M,3287.0,Belo Horizonte,arroz,Sim,6,198
2210,26.0,M,6218.0,Rio,arroz,Sim,8,232
2211,61.0,F,,Curitiba,oleo,Não,6,570
2212,52.0,M,2209.0,Belo Horizonte,feijao,Sim,10,410
2213,65.0,F,1950.0,Belo Horizonte,acucar,Sim,4,100
2214,19.0,M,6772.0,Salvador,oleo,Sim,1,29
2215,49.0,M,5737.0,Rio,oleo,Sim,6,558
2216,,F,3411.0,São Paulo,feijao,Sim,9,846
2217,48.0,M,4231.0,Salvador,arroz,Sim,6,378
2218,21.0,M,,Rio,cafe,Sim,9,351
2219,42.0,M,4505.0,Curitiba,arroz,Sim,6,576
2220,48.0,,6952.0,Curitiba,oleo,Não,10,200
2221,44.0,F,5787.0,São Paulo,arroz,Não,7,175
2222,29.0,F,1808.0,São Paulo,oleo,Não,9,648
2223,22.0,M,7411.0,Salvador,,Sim,9,288
2224,20.0,F,3111.0,Curitiba,feijao,Sim,4,392
2225,18.0,F,4136.0,Rio,arroz,Sim,9,522
2226,46.0,F,,Salvador,feijao,Sim,2,152
2227,52.0,,,Salvador,oleo,Sim,4,316
2228,57.0,F,7000.0,Salvador,oleo,Sim,5,230
2229,50.0,F,3360.0,São Paulo,cafe,Sim,6,360
2230,50.0,M,7976.0,Salvador,arroz,Sim,8,704
2231,48.0,F,4869.0,Belo Horizonte,arroz,Sim,6,432
2232,39.0,F,,Curitiba,acucar,Não,5,310
2233,46.0,F,7438.0,Belo Horizonte,acucar,Sim,10,850
2234,27.0,F,3697.0,São Paulo,feijao,Sim,8,408
2235,30.0,F,1938.0,Belo Horizonte,oleo,Sim,2,70
2236,28.0,,7502.0,Rio,cafe,Sim,3,171
2237,27.0,F,5815.0,Rio,arroz,Sim,10,390
2238,29.0,M,6077.0,São Paulo,feijao,Sim,5,235
2239,40.0,F,4813.0,São Paulo,acucar,Sim,1,75
2240,43.0,M,7103.0,Belo Horizonte,cafe,Sim,5,235
2241,44.0,M,6035.0,São Paulo,arroz,Sim,5,395
2242,42.0,M,7772.0,Curitiba,cafe,Não,7,224
2243,44.0,F,7440.0,Salvador,feijao,Não,5,330
2244,63.0,M,5684.0,Belo Horizonte,oleo,Sim,7,672
2245,27.0,M,5612.0,São Paulo,arroz,Não,7,462
2246,30.0,F,3492.0,Belo Horizonte,cafe,Sim,4,272
2247,56.0,F,7128.0,Salvador,arroz,Não,10,510
2248,32.0,F,,São Paulo,acucar,Sim,3,63
2249,59.0,F,2388.0,São Paulo,arroz,Não,5,205
2250,38.0,,5762.0,Curitiba,feijao,Não,1,61
2251,23.0,F,4660.0,Salvador,,Não,10,930
2252,42.0,F,5462.0,Curitiba,acucar,Não,6,306
2253,29.0,F,7562.0,São Paulo,,Não,2,128
2254,40.0,M,1581.0,Curitiba,acucar,Não,6,264
2255,54.0,F,2085.0,Salvador,cafe,Sim,5,200
2256,18.0,F,5064.0,São Paulo,feijao,Sim,6,318
2257,,M,2900.0,Belo Horizonte,feijao,Sim,4,224
2258,45.0,M,6069.0,Rio,feijao,Sim,8,744
2259,,F,2146.0,Belo Horizonte,cafe,Sim,9,612
2260,20.0,M,6236.0,São Paulo,cafe,Sim,5,480
2261,33.0,F,2935.0,Belo Horizonte,feijao,Não,7,637
2262,60.0,M,2492.0,São Paulo,acucar,Sim,8,416
2263,61.0,F,1546.0,Rio,acucar,Sim,2,112
2264,38.0,M,7584.0,Curitiba,acucar,Não,7,693
2265,47.0,F,,Belo Horizonte,acucar,Sim,2,136
2266,47.0,F,,Belo Horizonte,feijao,Sim,8,616
2267,,F,1545.0,Curitiba,cafe,Sim,7,406
2268,42.0,,7578.0,Salvador,cafe,Sim,6,234
2269,,M,2581.0,São Paulo,cafe,Sim,2,184
2270,34.0,F,7358.0,Rio,feijao,Sim,6,540
2271,,M,2507.0,Salvador,acucar,Sim,8,456
2272,58.0,M,2991.0,Curitiba,acucar,Sim,9,729
2273,61.0,M,5787.0,Curitiba,acucar,Sim,4,116
2274,18.0,F,5985.0,Curitiba,feijao,Sim,1,69
2275,34.0,F,7945.0,Curitiba,acucar,Sim,6,162
2276,43.0,F,4881.0,Belo Horizonte,acucar,Sim,3,291
2277,22.0,F,7562.0,São Paulo,oleo,Não,3,102
2278,,M,2625.0,Curitiba,acucar,Sim,2,122
2279,58.0,M,5715.0,Belo Horizonte,,Não,9,495
2280,26.0,M,2120.0,Belo Horizonte,oleo,Sim,3,294
2281,56.0,F,7592.0,Salvador,acucar,Não,10,340
2282,49.0,M,5678.0,Rio,acucar,Não,8,240
2283,60.0,,1379.0,Salvador,oleo,Não,8,680
2284,,M,6343.0,Rio,cafe,Sim,9,855
2285,64.0,M,3721.0,Rio,acucar,Não,9,783
2286,61.0,F,2175.0,Salvador,cafe,Não,2,62
2287,24.0,M,,Curitiba,arroz,Não,1,39
2288,38.0,M,3695.0,Belo Horizonte,cafe,Sim,5,220
2289,22.0,F,1493.0,Curitiba,acucar,Não,3,198
2290,37.0,M,1466.0,Curitiba,oleo,Não,10,480
2291,25.0,M,3700.0,Salvador,cafe,Não,9,675
2292,30.0,M,2514.0,Rio,cafe,Sim,5,120
2293,37.0,,7403.0,Curitiba,arroz,Sim,5,105
2294,59.0,F,2869.0,São Paulo,arroz,Sim,2,60
2295,56.0,M,1795.0,Salvador,oleo,Sim,5,170
2296,62.0,M,3676.0,Belo Horizonte,arroz,Sim,2,120
2297,40.0,M,2736.0,Salvador,feijao,Sim,6,588
2298,41.0,F,5611.0,São Paulo,oleo,Sim,1,76
2299,23.0,F,2232.0,São Paulo,feijao,Sim,8,200
2300,33.0,M,7416.0,Curitiba,arroz,Não,5,330
2301,,M,1521.0,Curitiba,acucar,Não,9,657
2302,36.0,M,1289.0,Belo Horizonte,arroz,Sim,1,57
2303,44.0,F,4230.0,Belo Horizonte,cafe,Sim,2,86
2304,38.0,M,2050.0,Curitiba,arroz,Não,1,22
2305,39.0,M,6581.0,São Paulo,arroz,Não,1,36
2306,35.0,M,5971.0,Salvador,feijao,Sim,2,156
2307,37.0,F,3010.0,Salvador,arroz,Não,1,78
2308,25.0,M,7171.0,São Paulo,oleo,Sim,1,84
2309,,M,6577.0,Rio,feijao,Não,7,301
2310,35.0,F,2072.0,Rio,,Sim,3,72
2311,52.0,M,,Curitiba,,Sim,4,336
2312,41.0,M,3732.0,Belo Horizonte,feijao,Sim,3,111
2313,34.0,M,5523.0,Curitiba,cafe,Não,6,540
2314,32.0,M,4182.0,Rio,oleo,Não,7,287
2315,55.0,M,7462.0,São Paulo,acucar,Sim,5,380
2316,20.0,F,7649.0,Curitiba,oleo,Não,5,200
2317,46.0,,3649.0,Rio,arroz,Sim,10,930
2318,31.0,M,3277.0,Belo Horizonte,cafe,Sim,7,644
2319,26.0,F,1635.0,Belo Horizonte,arroz,Sim,10,750
2320,30.0,M,2321.0,Curitiba,acucar,Sim,8,736
2321,60.0,M,7007.0,Belo Horizonte,feijao,Sim,1,86
2322,44.0,M,5239.0,Rio,arroz,Não,6,540
2323,31.0,F,6341.0,Belo Horizonte,arroz,Sim,9,675
2324,49.0,M,6567.0,Curitiba,acucar,Não,7,329
2325,61.0,M,1300.0,Rio,cafe,Não,7,546
2326,38.0,F,7375.0,São Paulo,acucar,Sim,3,105
2327,38.0,M,5639.0,Curitiba,arroz,Sim,9,783
2328,38.0,M,6675.0,Rio,arroz,Sim,5,115
2329,48.0,M,,Rio,cafe,Não,7,532
2330,57.0,M,1407.0,São Paulo,arroz,Sim,5,180
2331,,M,7487.0,Curitiba,acucar,Sim,6,588
2332,49.0,M,2672.0,São Paulo,cafe,Sim,1,43
2333,46.0,M,4967.0,Belo Horizonte,feijao,Sim,7,441
2334,46.0,F,7129.0,Curitiba,feijao,Sim,5,210
2335,26.0,F,3811.0,Salvador,acucar,Não,7,210
2336,32.0,M,1390.0,Salvador,arroz,Sim,10,530
2337,46.0,M,5257.0,Rio,acucar,Sim,2,132
2338,42.0,M,1523.0,Salvador,feijao,Não,5,240
2339,28.0,F,,Curitiba,,Sim,3,201
2340,61.0,M,,Salvador,feijao,Sim,8,272
2341,50.0,F,2293.0,Salvador,acucar,Não,4,152
2342,65.0,F,6352.0,Salvador,cafe,Sim,10,980
2343,,F,4362.0,Curitiba,cafe,Sim,8,512
2344,,F,1638.0,Belo Horizonte,feijao,Não,8,192
2345,,M,3336.0,Curitiba,cafe,Não,6,432
2346,46.0,F,7650.0,São Paulo,,Sim,10,760
2347,35.0,M,4588.0,Curitiba,oleo,Sim,4,364
2348,54.0,M,7303.0,São Paulo,arroz,Sim,5,445
2349,49.0,,4542.0,Belo Horizonte,arroz,Sim,5,430
2350,31.0,M,2961.0,Salvador,acucar,Sim,9,810
2351,55.0,F,6389.0,Belo Horizonte,arroz,Não,5,220
2352,63.0,F,7189.0,Belo Horizonte,arroz,Sim,10,570
2353,22.0,M,3369.0,Curitiba,arroz,Não,7,154
2354,20.0,F,2939.0,Curitiba,acucar,Sim,9,378
2355,64.0,M,5763.0,São Paulo,,Sim,1,58
2356,63.0,M,4971.0,Curitiba,feijao,Não,4,268
2357,18.0,F,7660.0,São Paulo,arroz,Não,3,81
2358,57.0,M,4144.0,Belo Horizonte,cafe,Não,10,800
2359,50.0,M,6306.0,Belo Horizonte,acucar,Sim,4,80
2360,,M,6076.0,Salvador,oleo,Não,7,616
2361,38.0,M,,Salvador,arroz,Sim,10,500
2362,36.0,,6207.0,Belo Horizonte,,Sim,6,462
2363,41.0,M,3795.0,São Paulo,,Sim,6,540
2364,23.0,F,7520.0,Belo Horizonte,acucar,Sim,10,220
2365,,F,4136.0,São Paulo,oleo,Sim,4,108
2366,43.0,F,4955.0,Rio,arroz,Não,6,432
2367,61.0,M,4994.0,Salvador,arroz,Sim,4,384
2368,58.0,F,4404.0,Rio,oleo,Sim,9,855
2369,59.0,F,5582.0,Salvador,oleo,Não,6,180
2370,35.0,,7546.0,São Paulo,cafe,Sim,3,183
2371,38.0,M,1639.0,Salvador,oleo,Sim,3,75
2372,27.0,,,Rio,,Sim,3,81
2373,44.0,M,2713.0,São Paulo,cafe,Sim,1,81
2374,31.0,F,5348.0,Curitiba,oleo,Sim,10,560
2375,,M,4459.0,Belo Horizonte,oleo,Sim,9,729
2376,23.0,M,2813.0,Belo Horizonte,acucar,Sim,3,165
2377,32.0,F,2315.0,São Paulo,oleo,Sim,6,216
2378,32.0,M,1761.0,Curitiba,arroz,Não,10,690
2379,61.0,M,5140.0,São Paulo,oleo,Sim,9,729
2380,32.0,F,6329.0,São Paulo,arroz,Sim,8,312
2381,38.0,M,5904.0,Salvador,arroz,Não,5,400
2382,18.0,F,3160.0,São Paulo,oleo,Não,8,520
2383,32.0,M,2069.0,Curitiba,feijao,Não,1,71
2384,61.0,M,7581.0,Salvador,acucar,Não,10,930
2385,29.0,F,7118.0,Salvador,cafe,Sim,8,648
2386,51.0,M,6764.0,Salvador,arroz,Sim,1,85
2387,60.0,,,Salvador,arroz,Sim,8,584
2388,45.0,F,5715.0,Curitiba,oleo,Sim,3,216
2389,40.0,,2597.0,São Paulo,acucar,Sim,10,780
2390,36.0,F,5157.0,Rio,feijao,Não,5,310
2391,30.0,,2032.0,Salvador,feijao,Sim,9,756
2392,32.0,F,6013.0,Rio,acucar,Sim,5,305
2393,19.0,F,4516.0,Salvador,acucar,Não,9,855
2394,31.0,F,2032.0,Salvador,cafe,Sim,4,104
2395,26.0,M,1465.0,Curitiba,acucar,Não,5,430
2396,59.0,F,,Belo Horizonte,acucar,Sim,8,280
2397,46.0,F,4506.0,Curitiba,feijao,Não,5,105
2398,29.0,F,6005.0,Belo Horizonte,cafe,Sim,5,360
2399,42.0,F,5342.0,Curitiba,acucar,Sim,2,182
2400,40.0,M,2085.0,Curitiba,,Não,7,245
2401,,,6525.0,São Paulo,arroz,Não,7,623
2402,41.0,M,6754.0,Rio,oleo,Não,8,656
2403,38.0,F,2789.0,Belo Horizonte,cafe,Sim,7,266
2404,58.0,,5685.0,Salvador,oleo,Sim,1,61
2405,64.0,F,5459.0,São Paulo,acucar,Sim,10,530
2406,39.0,M,7334.0,Rio,arroz,Sim,6,432
2407,59.0,F,3497.0,Rio,feijao,Sim,10,770
2408,37.0,M,7132.0,Salvador,feijao,Não,8,224
2409,23.0,F,1880.0,Belo Horizonte,cafe,Sim,10,520
2410,23.0,M,5924.0,Belo Horizonte,,Sim,8,328
2411,38.0,M,3757.0,Rio,,Sim,3,204
2412,42.0,F,5983.0,Curitiba,acucar,Não,3,66
2413,51.0,F,2893.0,São Paulo,feijao,Não,3,114
2414,65.0,M,4544.0,Curitiba,oleo,Sim,9,801
2415,46.0,F,6879.0,Rio,arroz,Não,3,141
2416,48.0,M,2048.0,Curitiba,oleo,Sim,2,40
2417,42.0,M,6156.0,Rio,acucar,Não,4,120
2418,47.0,F,5522.0,Salvador,cafe,Não,6,354
2419,52.0,F,,São Paulo,acucar,Não,5,170
2420,,F,7143.0,Rio,oleo,Sim,6,564
2421,53.0,M,2380.0,Curitiba,acucar,Sim,6,120
2422,59.0,M,1430.0,São Paulo,acucar,Sim,4,156
2423,65.0,F,1749.0,São Paulo,cafe,Não,2,88
2424,60.0,,7624.0,Curitiba,cafe,Sim,5,495
2425,52.0,F,4405.0,São Paulo,arroz,Sim,6,408
2426,32.0,M,1594.0,Salvador,acucar,Sim,2,178
2427,30.0,F,1904.0,São Paulo,cafe,Sim,2,128
2428,34.0,F,6367.0,Belo Horizonte,,Sim,3,291
2429,27.0,M,4101.0,Belo Horizonte,arroz,Sim,9,729
2430,19.0,F,6867.0,Rio,oleo,Não,5,185
2431,50.0,M,,Rio,oleo,Não,6,480
2432,46.0,M,5079.0,Belo Horizonte,acucar,Não,1,21
2433,27.0,M,5085.0,Curitiba,feijao,Sim,8,760
2434,46.0,F,2984.0,Rio,feijao,Não,6,216
2435,44.0,F,2316.0,Salvador,oleo,Sim,7,679
2436,44.0,M,7186.0,Rio,oleo,Sim,5,135
2437,23.0,,,Salvador,feijao,Não,1,37
2438,34.0,F,1393.0,Curitiba,acucar,Sim,9,369
2439,63.0,F,2988.0,Belo Horizonte,arroz,Não,9,558
2440,25.0,M,2614.0,São Paulo,,Sim,1,61
2441,20.0,F,5666.0,Salvador,arroz,Sim,10,430
2442,34.0,M,6599.0,Curitiba,cafe,Sim,9,747
2443,,F,5281.0,Salvador,oleo,Sim,3,234
2444,41.0,M,1932.0,Belo Horizonte,arroz,Sim,6,390
2445,36.0,F,4284.0,Salvador,oleo,Não,2,134
2446,44.0,M,4034.0,São Paulo,feijao,Sim,7,595
2447,34.0,M,,Salvador,arroz,Não,4,284
2448,55.0,F,7200.0,São Paulo,cafe,Sim,7,686
2449,55.0,M,4718.0,Salvador,acucar,Sim,8,680
2450,43.0,F,7564.0,Curitiba,arroz,Sim,5,445
2451,28.0,M,7878.0,Curitiba,feijao,Sim,2,42
2452,32.0,F,5319.0,Curitiba,oleo,Não,5,160
2453,41.0,F,2960.0,Curitiba,cafe,Não,6,402
2454,36.0,M,2964.0,São Paulo,,Sim,8,248
2455,52.0,M,7601.0,Belo Horizonte,oleo,Não,8,728
2456,30.0,F,5974.0,Belo Horizonte,feijao,Não,9,846
2457,24.0,F,6219.0,Rio,,Não,3,150
2458,20.0,M,7788.0,Salvador,oleo,Sim,5,380
2459,36.0,F,1481.0,Salvador,acucar,Não,6,408
2460,56.0,F,2683.0,Curitiba,cafe,Sim,6,558
2461,34.0,F,5005.0,Belo Horizonte,cafe,Sim,8,240
2462,62.0,F,6882.0,São Paulo,oleo,Sim,2,180
2463,54.0,M,7524.0,Belo Horizonte,cafe,Não,8,536
2464,32.0,M,1883.0,Rio,oleo,Não,9,873
2465,38.0,F,2153.0,Rio,oleo,Não,10,430
2466,24.0,M,4662.0,Salvador,arroz,Não,1,28
2467,30.0,M,5089.0,Rio,cafe,Sim,6,156
2468,50.0,F,4539.0,Belo Horizonte,cafe,Não,4,364
2469,55.0,F,7004.0,Curitiba,acucar,Sim,9,819
2470,49.0,M,6047.0,Rio,,Sim,10,360
2471,47.0,,2579.0,Salvador,arroz,Sim,1,77
2472,39.0,M,,Rio,cafe,Não,6,432
2473,25.0,,2487.0,Curitiba,arroz,Sim,9,657
2474,24.0,M,4192.0,Salvador,cafe,Não,3,210
2475,61.0,F,,São Paulo,oleo,Não,4,232
2476,42.0,M,,São Paulo,feijao,Não,3,237
2477,49.0,F,5551.0,Salvador,acucar,Sim,8,296
2478,46.0,M,4158.0,São Paulo,cafe,Sim,2,168
2479,,M,7579.0,Salvador,arroz,Não,5,265
2480,18.0,F,6720.0,Curitiba,,Sim,8,600
2481,32.0,F,2434.0,São Paulo,acucar,Sim,6,534
2482,57.0,M,1947.0,Salvador,oleo,Sim,8,304
2483,60.0,M,1953.0,Salvador,arroz,Não,3,204
2484,31.0,F,,Salvador,cafe,Não,6,528
2485,,M,6612.0,Belo Horizonte,arroz,Sim,7,224
2486,51.0,F,2436.0,Salvador,cafe,Não,1,61
2487,41.0,,2762.0,São Paulo,arroz,Não,5,225
2488,54.0,F,7096.0,Curitiba,arroz,Sim,3,96
2489,49.0,M,3007.0,Belo Horizonte,cafe,Não,2,84
2490,19.0,F,,Curitiba,feijao,Não,10,460
2491,44.0,,4987.0,Salvador,acucar,Não,1,25
2492,64.0,F,7225.0,Salvador,acucar,Não,5,150
2493,19.0,F,2800.0,Curitiba,oleo,Não,1,75
2494,28.0,M,5173.0,Salvador,oleo,Sim,6,426
2495,23.0,F,7348.0,Curitiba,feijao,Sim,10,900
2496,24.0,F,3101.0,Belo Horizonte,feijao,Sim,9,648
2497,57.0,M,5476.0,Salvador,oleo,Não,2,146
2498,,M,2982.0,São Paulo,acucar,Sim,3,93
2499,21.0,F,6763.0,Salvador,arroz,Sim,4,276
2500,34.0,F,,Belo Horizonte,cafe,Não,5,100
2501,59.0,F,6411.0,Rio,acucar,Não,4,356
2502,34.0,F,1794.0,Belo Horizonte,arroz,Não,9,459
2503,45.0,F,6178.0,Curitiba,,Sim,6,132
2504,47.0,M,1554.0,Rio,acucar,Sim,8,640
2505,27.0,F,2354.0,São Paulo,acucar,Sim,3,153
2506,58.0,F,,Curitiba,feijao,Não,2,120
2507,27.0,F,4730.0,Salvador,cafe,Sim,3,276
2508,32.0,M,4064.0,São Paulo,feijao,Sim,6,228
2509,45.0,M,7490.0,Rio,arroz,Não,9,792
2510,40.0,,7006.0,Salvador,oleo,Não,10,490
2511,20.0,M,,Curitiba,acucar,Não,5,350
2512,60.0,F,6562.0,São Paulo,acucar,Não,8,632
2513,,M,7361.0,Salvador,acucar,Não,5,440
2514,23.0,M,2318.0,Belo Horizonte,cafe,Sim,7,574
2515,55.0,M,6198.0,Salvador,cafe,Sim,4,264
2516,48.0,F,6006.0,Curitiba,cafe,Sim,9,594
2517,49.0,F,6795.0,Salvador,feijao,Sim,9,477
2518,63.0,F,5482.0,Salvador,acucar,Sim,5,110
2519,65.0,M,5484.0,Curitiba,cafe,Sim,5,335
2520,,M,5300.0,Curitiba,,Sim,10,590
2521,,F,3147.0,Belo Horizonte,acucar,Não,3,171
2522,59.0,M,5364.0,Rio,acucar,Sim,9,288
2523,29.0,,,Belo Horizonte,acucar,Não,10,780
2524,23.0,M,2895.0,Salvador,arroz,Sim,9,288
2525,56.0,M,3318.0,Belo Horizonte,cafe,Não,6,222
2526,45.0,F,6966.0,São Paulo,cafe,Não,9,594
2527,51.0,,5376.0,São Paulo,acucar,Sim,9,513
2528,30.0,M,6893.0,Curitiba,acucar,Sim,2,66
2529,19.0,,7907.0,Salvador,,Sim,6,588
2530,,,6511.0,Rio,cafe,Sim,7,413
2531,23.0,F,2105.0,Salvador,cafe,Não,10,510
2532,23.0,F,1771.0,Salvador,cafe,Não,8,296
2533,30.0,,6635.0,Curitiba,acucar,Sim,1,63
2534,19.0,M,2551.0,São Paulo,arroz,Não,8,384
2535,,,6202.0,Curitiba,acucar,Sim,1,87
2536,43.0,F,2972.0,Curitiba,,Não,7,441
2537,65.0,M,,Salvador,oleo,Sim,10,800
2538,42.0,M,3190.0,Belo Horizonte,cafe,Não,8,768
2539,55.0,F,,Salvador,arroz,Não,5,205
2540,59.0,M,1619.0,Salvador,cafe,Não,3,201
2541,48.0,M,,São Paulo,cafe,Sim,6,282
2542,24.0,M,,Curitiba,arroz,Sim,3,153
2543,28.0,M,,Salvador,cafe,Sim,7,406
2544,37.0,F,7381.0,Belo Horizonte,feijao,Sim,10,550
2545,26.0,M,6168.0,São Paulo,cafe,Sim,8,648
2546,19.0,M,1570.0,São Paulo,cafe,Não,5,160
2547,,,5279.0,Belo Horizonte,,Sim,2,82
2548,56.0,F,4259.0,Salvador,,Não,1,60
2549,63.0,F,5824.0,Curitiba,acucar,Sim,5,500
2550,59.0,M,5079.0,São Paulo,cafe,Não,3,294
2551,46.0,F,1628.0,Salvador,oleo,Não,10,570
2552,22.0,M,7180.0,São Paulo,oleo,Não,2,64
2553,35.0,M,,Belo Horizonte,cafe,Sim,7,245
2554,62.0,F,1469.0,Curitiba,oleo,Não,6,324
2555,39.0,F,1234.0,Rio,acucar,Não,4,288
2556,65.0,F,4998.0,Rio,acucar,Sim,5,420
2557,55.0,,3654.0,Curitiba,arroz,Não,3,213
2558,64.0,F,,Salvador,acucar,Sim,4,100
2559,47.0,M,5494.0,Curitiba,oleo,Sim,9,342
2560,58.0,F,2379.0,Rio,feijao,Sim,6,246
2561,39.0,F,2853.0,Belo Horizonte,oleo,Sim,10,770
2562,,M,3236.0,Rio,cafe,Não,9,459
2563,23.0,,7712.0,Curitiba,oleo,Sim,10,750
2564,44.0,,6776.0,Salvador,acucar,Sim,1,21
2565,65.0,F,5488.0,Belo Horizonte,arroz,Sim,3,279
2566,57.0,F,3223.0,Rio,cafe,Sim,1,82
2567,,M,4035.0,Belo Horizonte,oleo,Sim,4,184
2568,54.0,M,6506.0,Rio,acucar,Sim,5,385
2569,37.0,F,3932.0,Rio,cafe,Sim,5,295
2570,60.0,M,6521.0,Curitiba,,Sim,9,693
2571,50.0,M,2309.0,Belo Horizonte,arroz,Sim,2,110
2572,42.0,M,6486.0,Rio,feijao,Não,7,504
2573,47.0,F,6647.0,Curitiba,oleo,Sim,7,455
2574,55.0,F,6852.0,Salvador,acucar,Sim,9,702
2575,36.0,F,7155.0,São Paulo,feijao,Sim,10,860
2576,20.0,M,4763.0,Belo Horizonte,cafe,Sim,10,240
2577,43.0,F,7784.0,Belo Horizonte,feijao,Não,6,576
2578,23.0,M,7535.0,Rio,cafe,Não,9,504
2579,32.0,F,2822.0,São Paulo,cafe,Sim,9,306
2580,56.0,M,3264.0,São Paulo,oleo,Não,2,154
2581,43.0,F,3626.0,Belo Horizonte,feijao,Sim,4,128
2582,58.0,M,4455.0,São Paulo,,Sim,2,68
2583,56.0,M,3994.0,Belo Horizonte,cafe,Sim,5,275
2584,45.0,F,6841.0,Curitiba,acucar,Sim,7,147
2585,28.0,M,3360.0,Curitiba,feijao,Sim,4,280
2586,22.0,F,3801.0,Curitiba,arroz,Não,6,144
2587,55.0,M,5604.0,Curitiba,oleo,Não,9,684
2588,28.0,F,5942.0,São Paulo,cafe,Sim,6,402
2589,27.0,,,Belo Horizonte,acucar,Sim,9,873
2590,36.0,F,3606.0,Curitiba,acucar,Sim,5,500
2591,65.0,F,6719.0,São Paulo,oleo,Sim,9,648
2592,24.0,F,5931.0,Rio,arroz,Sim,6,138
2593,41.0,F,6484.0,Rio,cafe,Sim,6,168
2594,63.0,F,4391.0,São Paulo,oleo,Sim,2,108
2595,52.0,F,7231.0,São Paulo,arroz,Não,2,80
2596,38.0,M,7370.0,Belo Horizonte,oleo,Sim,6,270
2597,45.0,M,3168.0,Salvador,acucar,Sim,8,752
2598,59.0,F,7656.0,Rio,cafe,Não,5,280
